Binary,Event Type,Event
/System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter,notify_register_dispatch,com.apple.system.config.network_change.dns
/System/Library/SystemConfiguration/CaptiveNetworkSupport.bundle/Contents/MacOS/CaptiveNetworkSupport,notify_post,com.apple.networking.captivenetworksupport.startserver
/System/Library/SystemConfiguration/CaptiveNetworkSupport.bundle/Contents/MacOS/CaptiveNetworkSupport,notify_post,com.apple.networking.captive.CNPluginListChanged
/System/Library/SystemConfiguration/PPPController.bundle/Contents/MacOS/PPPController,notify_post,com.apple.system.SCNetworkConnectionOnDemand
/System/Library/SystemConfiguration/PPPController.bundle/Contents/MacOS/PPPController,notify_post,com.apple.system.dns.delay
/System/Library/SystemConfiguration/PPPController.bundle/Contents/MacOS/PPPController,notify_register_check,com.apple.system.SCNetworkConnectionOnDemand
/System/Library/UserEventPlugins/com.apple.time.plugin/Contents/MacOS/com.apple.time,notify_post,SignificantTimeChangeNotification
/System/Library/UserEventPlugins/com.apple.time.plugin/Contents/MacOS/com.apple.time,notify_register_check,com.apple.system.timezone
/System/Library/UserEventPlugins/com.apple.time.plugin/Contents/MacOS/com.apple.time,notify_register_check,com.apple.system.clock_set
/System/Library/UserEventPlugins/com.apple.networkextension.plugin/Contents/MacOS/com.apple.networkextension,notify_post,com.apple.nesessionmanager
/System/Library/UserEventPlugins/com.apple.networkextension.plugin/Contents/MacOS/com.apple.networkextension,notify_register_check,com.apple.nesessionmanager
/System/Library/UserEventPlugins/com.apple.networkextension.plugin/Contents/MacOS/com.apple.networkextension,notify_register_dispatch,com.apple.networkextension.disable-restrictions
/System/Library/UserEventPlugins/com.apple.networkextension.plugin/Contents/MacOS/com.apple.networkextension,notify_register_dispatch,com.apple.networkextension.use-ikev2plugin
/System/Library/UserEventPlugins/com.apple.networkextension.plugin/Contents/MacOS/com.apple.networkextension,notify_register_dispatch,com.apple.networkextension.fallback-default
/System/Library/UserEventPlugins/com.apple.networkextension.plugin/Contents/MacOS/com.apple.networkextension,notify_register_dispatch,com.apple.networkextension.disable-nexus
/System/Library/UserEventPlugins/com.apple.networkextension.plugin/Contents/MacOS/com.apple.networkextension,notify_register_dispatch,com.apple.networkextension.uuidcache
/System/Library/UserEventPlugins/MobileKeyBagLockState.plugin/Contents/MacOS/MobileKeyBagLockState,notify_post,com.apple.mobile.keybagd.first_unlock
/System/Library/UserEventPlugins/com.apple.KeyStore.plugin/Contents/MacOS/com.apple.KeyStore,notify_post,com.apple.keystore.lockstatus
/System/Library/CoreServices/UniversalAccessControl.app/Contents/MacOS/UniversalAccessControl,notify_post,com.apple.universalaccesscontrol.running
/System/Library/CoreServices/UniversalAccessControl.app/Contents/MacOS/UniversalAccessControl,notify_register_check,com.apple.universalaccesscontrol.running
/System/Library/CoreServices/ODSAgent.app/Contents/MacOS/ODSAgent,notify_post,com.apple.ods.in-use
/System/Library/CoreServices/ODSAgent.app/Contents/MacOS/ODSAgent,notify_register_check,com.apple.ods.in-use
/System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdate_firstrun_tasks,,??
/System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd,,??
/System/Library/CoreServices/Language Chooser.app/Contents/MacOS/Language Chooser,notify_post,com.apple.lca.done
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd,,??
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_check,nominal
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_check,moderate
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_check,heavy
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_check,trapping
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_check,sleeping
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_dispatch,nominal
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_dispatch,moderate
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_dispatch,heavy
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_dispatch,trapping
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_register_dispatch,sleeping
/System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper,notify_post,com.apple.mtmd.sizeEstimateChanged
/System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem,,??
/System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter,notify_post,com.apple.notificationcenter.pushdnd
/System/Library/CoreServices/ControlStrip.app/Contents/MacOS/ControlStrip,,??
/System/Library/CoreServices/Setup Assistant.app/Contents/MacOS/Setup Assistant,notify_post,com.apple.timezone.prefschanged
/System/Library/CoreServices/Setup Assistant.app/Contents/MacOS/Setup Assistant,notify_register_check,com.apple.timezone.prefschanged
/System/Library/CoreServices/Setup Assistant.app/Contents/SharedSupport/MiniLauncher,notify_post,com.apple.timezone.prefschanged
/System/Library/CoreServices/Setup Assistant.app/Contents/SharedSupport/MiniLauncher,notify_register_check,com.apple.timezone.prefschanged
/System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent,notify_post,com.apple.timezone.prefschanged
/System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbsystemadministration,notify_post,com.apple.InstallerDiagnostics.ReportFactoryInstall
/System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbsystemadministration,notify_register_check,com.apple.coregraphics.GUIConsoleSessionChanged
/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow,notify_post,com.apple.notificationcenter.pushdnd
/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow,notify_register_check,com.apple.system.loginwindow.loginInitiated
/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow,notify_register_check,com.apple.notificationcenter.pushdnd
/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow,notify_register_dispatch,com.apple.lca.done
/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow,notify_register_dispatch,com.apple.security.autologin.prefschanged
/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow,notify_post,com.apple.airplay.suspended
/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent,notify_post,com.apple.airplay.route
/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent,notify_post,com.apple.airplay.prefsChanged
/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent,notify_register_check,com.apple.airplay.suspended
/System/Library/PreferencePanes/TouchID.prefPane/Contents/MacOS/TouchID,notify_post,com.apple.touchid.prefschanged
/System/Library/PreferencePanes/TouchID.prefPane/Contents/MacOS/TouchID,notify_register_dispatch,com.apple.security.autologin.prefschanged
/System/Library/PreferencePanes/Security.prefPane/Contents/MacOS/Security,notify_post,com.apple.security.assessment.masterswitch
/System/Library/PreferencePanes/Security.prefPane/Contents/MacOS/Security,notify_post,com.apple.security.assessment.update
/System/Library/PreferencePanes/Security.prefPane/Contents/MacOS/Security,notify_post,com.apple.security.assessment.UIRecordRejectDidChangeNotification
/System/Library/PreferencePanes/Appearance.prefPane/Contents/MacOS/Appearance,notify_post,com.apple.coreservices.useractivityd
/System/Library/PreferencePanes/Displays.prefPane/Contents/MacOS/Displays,notify_post,com.apple.airplay.prefsChanged
/System/Library/PreferencePanes/ClassroomSettings.prefPane/Contents/Resources/ClassroomSettingsVisibilityCheckTool,,??
/System/Library/PreferencePanes/SoftwareUpdate.prefPane/Contents/MacOS/SoftwareUpdate,notify_post,com.apple.SoftwareUpdate.BadgingCountChanged
/System/Library/PrivateFrameworks/WebInspector.framework/Versions/A/WebInspector,notify_post,com.apple.webinspectord.available
/System/Library/PrivateFrameworks/WebInspector.framework/Versions/A/WebInspector,notify_register_check,com.apple.webinspectord.automatic_inspection_enabled
/System/Library/PrivateFrameworks/WebInspector.framework/Versions/A/WebInspector,notify_register_dispatch,com.apple.webinspectord.disabled
/System/Library/PrivateFrameworks/WebInspector.framework/Versions/A/WebInspector,notify_register_dispatch,com.apple.webinspectord.availability_check
/System/Library/PrivateFrameworks/CrashReporterSupport.framework/Versions/A/CrashReporterSupport,notify_post,com.apple.crashreporter.has_been_internal_changed
/System/Library/PrivateFrameworks/CrashReporterSupport.framework/Versions/A/CrashReporterSupport,notify_post,com.apple.crashreporter.auto_submit_preference_changed
/System/Library/PrivateFrameworks/CrashReporterSupport.framework/Versions/A/CrashReporterSupport,notify_post,com.apple.crashreporter.third_party_submission_preference_changed
/System/Library/PrivateFrameworks/ClassroomKit.framework/Versions/A/ClassroomKit,notify_register_dispatch,com.apple.system.config.network_change
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_post,com.apple.airplay.dacp.error
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_post,com.apple.airplay.advertisingDidChange
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_post,com.apple.airplay.active
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_check,com.apple.airplay.dacp.error
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_check,com.apple.airplay.prefsChanged
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_check,com.apple.airplay.active
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_dispatch,com.apple.airplay.cloudConnectivity
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_dispatch,com.apple.airplay.conferenceRoomMode
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_dispatch,com.apple.airplay.prefsChanged
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_dispatch,com.apple.airplay.playbackAllow
/System/Library/PrivateFrameworks/AirPlayReceiver.framework/Versions/A/AirPlayReceiver,notify_register_dispatch,com.apple.airplay.playbackPrevent
/System/Library/PrivateFrameworks/Mail.framework/Versions/A/Mail,,??
/System/Library/PrivateFrameworks/AppSupport.framework/Versions/A/AppSupport,notify_register_check,com.apple.MobileSMS.MMSCapable
/System/Library/PrivateFrameworks/AppSupport.framework/Versions/A/AppSupport,notify_register_dispatch,com.apple.managedconfiguration.defaultsdidchange
/System/Library/PrivateFrameworks/AppSupport.framework/Versions/A/AppSupport,notify_register_dispatch,com.apple.AppSupport.loggingDefaultsChanged
/System/Library/PrivateFrameworks/AppSupport.framework/Versions/A/AppSupport,notify_post,com.apple.AppSupport-%s (Uncertain of the string values possible.)
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_post,com.apple.siri.corespeech.selftrigger
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_post,com.apple.voicetrigger.PHSProfileModified
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_post,com.apple.corespeech.voicetriggerassetchange
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_post,com.apple.siri.corespeech.voiceprofilelist.change
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_post,com.apple.coreaudio.borealisTrigger
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_post,com.apple.corespeech.corespeechd.launch
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_check,com.apple.duetscheduler.restartCheckNotification
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_check,com.apple.springboard.finishedstartup
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.MobileAsset.LanguageDetectorAssets.ma.new-asset-installed
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.corespeech.voicetriggerassetchange
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.MobileAsset.SpeechEndpointAssets.ma.cached-metadata-updated
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.coreaudio.BorealisToggled
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.duetscheduler.restartCheckNotification
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.springboard.finishedstartup
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.corespeech.opportunelistner.start
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.corespeech.opportunelistner.stop
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.corespeech.corespeechd.launch
/System/Library/PrivateFrameworks/CoreSpeech.framework/Versions/A/CoreSpeech,notify_register_dispatch,com.apple.mobile.keybagd.first_unlock
/System/Library/PrivateFrameworks/Seeding.framework/Versions/A/Seeding,notify_post,com.apple.SoftwareUpdate.CheckForCatalogChange
/System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/CoreUI,notify_post,com.apple.coreui.statistics
/System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/CoreUI,notify_register_dispatch,com.apple.coreui.statistics
/System/Library/PrivateFrameworks/CallHistory.framework/Versions/A/CallHistory,notify_post,com.apple.CallHistoryPluginHelper.launchnotification
/System/Library/PrivateFrameworks/CallHistory.framework/Versions/A/CallHistory,notify_post,com.apple.CallHistoryPluginHelper.launchnotification
/System/Library/PrivateFrameworks/CallHistory.framework/Versions/A/CallHistory,notify_post,com.apple.callhistory.RecentDeletedNotification
/System/Library/PrivateFrameworks/CallHistory.framework/Versions/A/CallHistory,notify_post,com.apple.callhistory.RecentsClearedNotification
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.geoservices.siri_data_changed
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.GeoServices.countryProvidersChanged
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.GeoServices.Analytics.ShortSessionDidReset
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.GeoServices.internal.networkDefaultsChanged
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.navd.wakeUpForHypothesisUpdate
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.navd.restarted
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,GEODaemonDidStartDarwinNotification
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.GeoServices.navigation.openListenerConnection
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.GeoServices.navigation.started
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,kGEORegionalResourcesTileRequesterDidDownloadNotification
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_post,com.apple.GeoServices.experimentsChanged
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_check,com.apple.GeoServices.navigation.openListenerConnection
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_dispatch,com.apple.GeoServices.countryProvidersChanged
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_dispatch,com.apple.GeoServices.experimentsChanged
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_dispatch,com.apple.Preferences.ResetPrivacyWarningsNotification
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_dispatch,com.apple.GeoServices.navigation.openListenerConnection
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_dispatch,com.apple.system.powersources.source
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_dispatch,com.apple.GeoServices.additionalEnabledMarketsChanged
/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/GeoServices,notify_register_dispatch,com.apple.GeoServices.Analytics.ShortSessionDidReset
/System/Library/PrivateFrameworks/WirelessCoexManager.framework/Versions/A/WirelessCoexManager,notify_post,com.apple.WirelessRadioManager.PrefChangeNotification
/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/SkyLight,notify_post,com.apple.coregraphics.eventTapAdded
/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/SkyLight,notify_post,com.apple.coregraphics.eventTapAdded
/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/SkyLight,notify_post,com.apple.coregraphics.GUISessionUserChanged
/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/SkyLight,notify_post,com.apple.coregraphics.eventTapRemoved
/System/Library/PrivateFrameworks/CoreHAP.framework/Versions/A/CoreHAP,notify_post,com.apple.bluetooth.status
/System/Library/PrivateFrameworks/MediaControlSender.framework/Versions/A/MediaControlSender,notify_post,com.apple.airplay.infoChanged
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_post,com.apple.proactive.PersonalizationPortrait.namedEntitiesInvalidated
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_post,com.apple.proactive.PersonalizationPortrait.topicsInvalidated
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_post,com.apple.proactive.PersonalizationPortrait.locationsInvalidated
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_post,com.apple.proactive.PersonalizationPortrait.abGroupOverrideChanged
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_post,com.apple.proactive.PersonalizationPortrait.namedEntitiesDidChangeMeaningfully
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_register_dispatch,com.apple.suggestions.settingsChanged
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_register_dispatch,kAFPreferencesDidChangeDarwinNotification
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_register_dispatch,com.apple.tcc.access.changed
/System/Library/PrivateFrameworks/PersonalizationPortraitInternals.framework/Versions/A/PersonalizationPortraitInternals,notify_register_dispatch,com.apple.proactive.PersonalizationPortrait.abGroupOverrideChanged
/System/Library/PrivateFrameworks/BaseBoard.framework/Versions/A/BaseBoard,,??
/System/Library/PrivateFrameworks/CoreSuggestionsInternals.framework/Versions/A/CoreSuggestionsInternals,notify_register_dispatch,com.apple.MobileAsset.LinguisticData.new-asset-installed
/System/Library/PrivateFrameworks/CoreSuggestionsInternals.framework/Versions/A/CoreSuggestionsInternals,notify_register_dispatch,com.apple.system.powersources.source
/System/Library/PrivateFrameworks/CoreSuggestionsInternals.framework/Versions/A/CoreSuggestionsInternals,notify_register_dispatch,com.apple.MobileAsset.LinguisticData.new-asset-installed
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_post,com.apple.Safari.SafeBrowsing.GoogleRemoteConfigurationDidChange
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_post,com.apple.Safari.SafeBrowsing.TencentRemoteConfigurationDidChange
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_post,com.apple.Safari.SafeBrowsing.DidFinishTencentDatabaseUpdate
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_post,com.apple.Safari.SafeBrowsing.DidFinishGoogleDatabaseUpdate
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_post,com.apple.Safari.SafeBrowsing.RegionCodeDidChange
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_register_dispatch,om.apple.Safari.SafeBrowsing.GoogleRemoteConfigurationDidChange
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_register_dispatch,com.apple.Safari.SafeBrowsing.TencentRemoteConfigurationDidChange
/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/Versions/A/SafariSafeBrowsing,notify_register_dispatch,com.apple.Safari.SafeBrowsing.RegionCodeDidChange
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_post,com.apple.airplay.senderSessionActive
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_post,com.apple.AirTunes.DACP.mutetoggle
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_post,com.apple.AirTunes.DACP.device-prevent-playback
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_post,com.apple.AirTunes.DACP.devicevolume
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_post,com.apple.AirTunes.DACP.devicevolumechanged
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_post,kAirPlayWHANotification_RegroupTightSyncBuddy
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_register_check,com.apple.airplay.senderSessionActive
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_register_check,com.apple.AirTunes.DACP.devicevolume
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_register_check,com.apple.AirTunes.DACP.devicevolumechanged
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_register_check,com.apple.AirTunes.DACP.device-prevent-playback
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_register_dispatch,com.apple.airplay.prefsChanged
/System/Library/PrivateFrameworks/AirPlaySender.framework/Versions/A/AirPlaySender,notify_register_dispatch,com.apple.airplay.active
/System/Library/PrivateFrameworks/CoreADI.framework/Versions/A/adid,,??
/System/Library/PrivateFrameworks/CoreADI.framework/Versions/A/CoreADI,,??
/System/Library/PrivateFrameworks/AssetsLibraryServices.framework/Versions/A/AssetsLibraryServices,notify_register_dispatch,com.apple.photos.systemphotolibraryurl
/System/Library/PrivateFrameworks/AssetsLibraryServices.framework/Versions/A/AssetsLibraryServices,notify_register_dispatch,com.apple.managedconfiguration.defaultsdidchange
/System/Library/PrivateFrameworks/AssetsLibraryServices.framework/Versions/A/AssetsLibraryServices,notify_register_dispatch,com.apple.AppSupport.loggingDefaultsChanged
/System/Library/PrivateFrameworks/AssetsLibraryServices.framework/Versions/A/AssetsLibraryServices,notify_register_dispatch,ALPhotosAndVideosCount
/System/Library/PrivateFrameworks/AssetsLibraryServices.framework/Versions/A/AssetsLibraryServices,notify_register_dispatch,com.apple.photos.debug.go
/System/Library/PrivateFrameworks/AirPlaySupport.framework/Versions/A/AirPlaySupport,notify_post,com.apple.airplay.introspector
/System/Library/PrivateFrameworks/AirPlaySupport.framework/Versions/A/AirPlaySupport,notify_register_check,com.apple.airplay.introspector
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_post,com.apple.pairing.identityChanged
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_post,com.apple.pairing.peerChanged
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.rapport.identitiesChanged
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.system.accpowersources.attach
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.system.accpowersources.source
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.system.accpowersources.timeremaining
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.system.powersources
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.siri.personal.requests.companion.update
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.system.powersources.source
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.rapport.primaryAccountChanged
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,RTLocationsOfInterestDidChangeNotification
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.sessionagent.screenIsLocked
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.sessionagent.screenIsUnlocked
/System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils,notify_register_dispatch,com.apple.managedconfiguration.defaultsdidchange
/System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent,,??
/System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/AuthKit,notify_post,AKConfigurationDidChangeNotification
/System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/AuthKit,notify_register_dispatch,AKConfigurationDidChangeNotification
/System/Library/PrivateFrameworks/SpotlightDaemon.framework/Versions/A/SpotlightDaemon,notify_post,com.apple.searchd.applications.changed
/System/Library/PrivateFrameworks/SpotlightDaemon.framework/Versions/A/SpotlightDaemon,notify_register_dispatch,com.apple.system.loginwindow.likelyUserSessionExit
/System/Library/PrivateFrameworks/DeviceManagement.framework/Versions/A/DeviceManagement,,??
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_post,com.apple.CoreDuet.SyncDownPeerAdditions.NoMoreDataToSync
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_post,PSStoreChangedNotificationInternal
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_register_check,PSStoreChangedNotificationInternal
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_register_dispatch,com.apple.coreduet.CDPeopleSettingsDidChange
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_register_dispatch,PSStoreChangedNotificationInternal
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_register_dispatch,com.apple.coreduetd.notification
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_register_dispatch,com.apple.coreduetd.systemConditionNotification
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_register_dispatch,com.apple.coreduetd.remoteFocalApplicationNotification
/System/Library/PrivateFrameworks/CoreDuet.framework/Versions/A/CoreDuet,notify_register_dispatch,com.apple.coreduetd.localFocalApplicationNotification
